x,y,z,p,H2,T,U_0,U_1,U_2,rho,Mach_0,Mach_1,Mach_2,U_mag,Mach_mag,rad_dist
-0.0033619737,0.067763075,0.0009008322,98370.0,0.0,295.4,-6.186716e-09,6.500565e-08,1.6720596e-09,1.15506,1.7914505912282404e-11,1.8823299107855784e-10,4.8416835414485305e-12,6.532079125434036e-08,1.8914552691506395e-10,2.32037983596063
-0.0036853154,0.010261538,1.5513156999999998e-19,98540.48,0.00024496653,305.6,6.9590435,13.521791,0.11962151,1.1148512,0.0197880693140079,0.0384007471458278,0.0018779913795274,15.207939623375282,0.0432401655888985,2.456876933333333
0.0007924895,0.065292306,0.00045754042,98370.7,0.0,295.4005,4.45942e-05,0.0018677925,2.60152e-05,1.15507,1.2912861778638677e-07,5.408449105270724e-06,7.533057601226592e-08,0.001868505888768,5.410514820228983e-06,0.610057499491838
-0.0015188704,0.027781539,-0.0056685233,96332.64,1.0720035e-05,295.35974,2.51446,-6.5614724,8.240068,1.1311313,0.0072827035132254,0.0189997981724835,0.023860833621164,10.82931899023137,0.031358722584849,3.9123237593043534
-0.0014932879,0.055633847,-0.0014932879,118944.375,5.024265e-10,308.1935,-19.719013,73.93531,-20.3074,1.3386688,0.0559005477982742,0.2095962177393932,0.0575687521403227,79.16855457345592,0.2244317423133371,1.407885333805092
0.0,0.038787693,0.0,91654.8,0.9998534,202.91812,4.5878673,1398.3337,-12.643855,0.10953087,0.0042293128306306,1.289113657342594,0.0116554317479192,1398.398388211068,1.2891732845988737,0.0
0.0032781975,0.06708923,-1.5699931e-19,98370.0,0.0,295.4,1.0031327e-07,1.0649337e-06,2.6739388e-10,1.15506,2.904711730528445e-10,3.0836652939027062e-09,3.848986940691151e-11,1.0696478902111994e-06,3.0975549417632157e-09,2.185465
-0.0031915514,0.015203077,-0.0018426349,97951.55,0.004489449,320.3261,-1.6517696,45.22301,-0.22859201,1.0016676,0.00442617719015,0.1217878456469324,0.0029322894396803,45.25374272453738,0.1219035221525518,2.4568546932603774
0.002372638,0.027107691,-0.0041095437,94522.02,0.004980551,295.1995,-9.31985,15.143562,12.928275,1.0427583,0.0261159151998031,0.0423889315719299,0.0362561039950858,21.984707606560725,0.0615903208583584,3.1635254947783733
1.5699931e-19,0.047323078,0.0032781975,94654.35,0.8205954,241.62425,2.2955637,10.407087,93.090836,0.114292,0.009656902908376,0.0292790534142541,0.0872476272462449,93.69888376979324,0.0925346810807506,2.185465
-0.0046863924,0.005769231,0.002705682,98048.086,2.53853e-09,295.86588,6.7199078,-1.1464854,-3.81661,1.1494713,0.019443130174175,0.0033171694406071,0.0110427350652787,7.812688494046975,0.022604887121805,3.607583913671109
-0.0033709237,0.047772307,0.0019461956,93479.39,0.0425794,267.65775,-52.210636,-3.9152925,27.747587,0.79713213,0.1276594370133925,0.0100856243487575,0.0677932447652999,59.25545216440105,0.1448950506845849,2.594935572283576
0.0004505431,0.009363077,-0.0016814725,101880.2,0.23114625,306.72662,34.9144,457.42212,-94.686874,0.33139962,0.04870403424592,0.6570708975108804,0.128350083322535,468.4224752299427,0.6712585129415368,1.1605245659162278
0.00084845215,0.042156924,0.0031664888,87454.586,0.44107938,247.45375,-24.67025,146.39337,-11.723838,0.18083838,0.0288384751975333,0.1804938881863423,0.033855744626959,148.91973808891032,0.1858922073907038,2.185459257238885
0.0007924895,0.024636922,-0.00045754042,96009.44,0.99946666,219.07251,11.21728,1086.3087,-6.92211,0.10632762,0.0099215485712154,0.964483893310796,0.0061317590352297,1086.3886664878,0.9645544132141368,0.610057499491838
-0.0014593768,0.012956923,-0.00544649,97948.336,2.8352357e-08,295.92163,1.6100988,-3.0464075,5.832291,1.1480825,0.0046583106992854,0.0088135071434861,0.0168732449210814,6.77411507951398,0.0195980652337458,3.7590799089658
0.0032781975,0.06304616,-1.5699931e-19,99451.73,0.0,296.11887,0.288784,2.8290513,0.0031641752,1.1649288,0.0008350754359265,0.0081807528986009,0.0001025316628128,2.843754115371508,0.0082239030705337,2.185465
0.002317984,0.029353846,0.002317984,94800.52,0.33447275,257.55075,-5.351264,186.66824,-0.86398876,0.23541513,0.014352871789376,0.2477753164434399,0.0129829557102511,186.7469258854686,0.2485300173142539,2.185416273442557
0.00031057486,0.04485231,0.001159104,95353.33,0.9441441,240.99313,-9.141024,738.6,54.050594,0.10146329,0.0144255448348409,0.6420194009156094,0.0474117860140568,740.6314772081466,0.6439292546148705,0.7999941184450516
0.0016390758,0.050243076,-0.002838977,97896.21,0.11931276,259.54263,50.02656,-2.1135654,-91.973335,0.5606044,0.0969050569653777,0.0081802987303698,0.1786200967910381,104.71971263881458,0.2033780871441685,2.185442735178454
0.0041095437,0.048446152,-0.002372638,95241.33,0.00018516892,292.64713,36.7894,-9.476747,-21.69765,1.1260737,0.1068947227385444,0.0275374130203266,0.063048196099268,43.7499337323442,0.1271214611958739,3.1635254947783733
-0.0017618468,0.0064430768,-0.0017618468,97910.125,0.00022918213,330.22137,5.288014,61.91185,5.02856,1.0258448,0.0144952098721877,0.1688306155451285,0.0137838624274043,62.34040967270184,0.1700114193752977,1.6610850929224252
0.00075,0.029803077,1.2490008e-19,92941.4,0.99990827,209.13776,11.041495,1329.8075,10.594532,0.107770756,0.0100315292129959,1.207831607690361,0.009612154201164,1329.8955394226962,1.2079115106756042,0.5
-0.00074549386,0.03452,0.0027822433,91616.73,0.30510288,265.02124,0.14615023,316.21613,-30.48945,0.24170987,0.0341886642654041,0.4345387482576555,0.0410956291835937,317.68265422173926,0.4378146174347974,1.920259111647012
-1.5126382999999998e-19,0.038113847,-0.0045283833,95255.96,0.0651006,272.85562,-3.3750072,13.288741,-29.365337,0.67646015,0.0105592992529333,0.0288837838708185,0.0658303778059478,32.40839903618662,0.0726595514263815,3.0189222
-0.0010392044,0.0028492308,0.00059997645,105445.83,0.21376136,275.861,-151.93854,177.33922,89.469376,0.485672,0.2182488071542637,0.2450591452144319,0.1277643241778971,250.07856391416155,0.3521508895489571,0.799977090098061
-0.0013424361,0.031375386,-0.0050100614,94383.3,0.0033741656,294.57312,1.352485,0.4599433,-2.8803124,1.0645638,0.0038080560600014,0.0106680967430444,0.011143425918837,3.2151147780497125,0.0158897929591192,3.4578638180467665
